an_entry_id,an_collector_person_id,clctr_name,is_couple
ACE755,ACPE755b,Rajeeb Samdani,1
ACE757,ACPE757a,Brett Sundheim,1
ACE757,ACPE757b,Daniel S. Sundheim,1
ACE761,ACPE761a,Halit Cingillioglu,1
ACE761,ACPE761b,Kemal Has Cingillioglu,1
ACE763,ACPE763a,Michael C. Forman,1
ACE763,ACPE763b,Jennifer Rice,1
ACE765,ACPE765a,Pamela J. Joyner,1
ACE765,ACPE765b,Alfred J. Giuffrida,1
ACE770,ACPE770a,Sheri Schultz,1
ACE770,ACPE770b,Howard Schultz,1
ACE772,ACPE772a,Anne Titze,1
ACE772,ACPE772b,Wolfgang Titze,1
ACE773,ACPE773a,Patricia Pearson-Vergez,1
ACE773,ACPE773b,Juan Vergez,1
ACE776,ACPE776a,Laura Arrillaga-Andreessen,1
ACE776,ACPE776b,Marc Andreessen,1
ACE778,ACPE778a,Tracey Berkowitz,1
ACE778,ACPE778b,Bruce R. Berkowitz,1
ACE779,ACPE779a,Barbara Bluhm-Kaul,1
ACE779,ACPE779b,Don Kaul,1
ACE780,ACPE780a,Lauren Booth,1
ACE780,ACPE780b,Mark Booth,1
ACE782,ACPE782a,Estrellita Brodsky,1
ACE782,ACPE782b,Daniel Brodsky,1
ACE785,ACPE785a,Bridgitt Evans,1
ACE785,ACPE785b,Bruce Evans,1
ACE786,ACPE786a,Gabriela Garza,1
ACE786,ACPE786b,Ramiro Garza,1
ACE787,ACPE787a,Petra Levin,1
ACE787,ACPE787b,Stephen Levin,1
ACE792,ACPE792a,Helen Zell,1
ACE792,ACPE792b,Sam Zell,1
ACE795,ACPE795a,Elizabeth Chun,1
ACE795,ACPE795b,Phillip Chun,1
ACE799,ACPE799a,Kelly Mueller,1
ACE799,ACPE799b,Scott Mueller,1
ACE800,ACPE800a,Jane Nathanson,1
ACE800,ACPE800b,Marc Nathanson,1
ACE802,ACPE802a,Cecilia Poma,1
ACE802,ACPE802b,Ernesto Poma,1
ACE805,ACPE805a,Komal Shah,1
ACE805,ACPE805b,Gaurav Garg,1
ACE806,ACPE806a,Claire-Anne Stroll,1
ACE806,ACPE806b,Lawrence S. Stroll,1
ACE807,ACPE807a,Clara Tsai,1
ACE807,ACPE807b,Joseph C. Tsai,1
ACE813,ACPE813a,Cecilia Cheung,1
ACE813,ACPE813b,Chung-Kiu “C.K.” Cheung,1
ACE814,ACPE814a,Kasseem “Swizz Beatz” Dean,1
ACE814,ACPE814b,Alicia Keys,1
ACE815,ACPE815a,Yael Fegel,1
ACE815,ACPE815b,Gary Fegel,1
ACE819,ACPE819a,Jimmy Iovine,1
ACE819,ACPE819b,Liberty Ross,1
ACE824,ACPE824a,Kiran Nadar,1
ACE824,ACPE824b,Shiv Nadar,1
ACE826,ACPE826a,Eyal Ofer,1
ACE826,ACPE826b,Idan Ofer,1
ACE827,ACPE827a,Darlene Pérez,1
ACE827,ACPE827b,Jorge M. Pérez,1
ACE831,ACPE831a,Maggie Tsai,1
ACE831,ACPE831b,Richard Tsai,1
ACE833,ACPE833a,Josef Vascovitz,1
ACE833,ACPE833b,Lisa Goodman,1
ACE834,ACPE834a,Jenny Jinyuan Wang,1
ACE834,ACPE834b,Guo Guangchang,1
ACE840,ACPE840a,Deirdre Dyson,1
ACE840,ACPE840b,James Dyson,1
ACE841,ACPE841a,Cecilie Fredriksen,1
ACE841,ACPE841b,Kathrine Fredriksen,1
ACE843,ACPE843a,Arthur Lewis,1
ACE843,ACPE843b,Hau Nguyen,1
ACE844,ACPE844a,George Lucas,1
ACE844,ACPE844b,Mellody Hobson,1
ACE845,ACPE845a,Bernard Lumpkin,1
ACE845,ACPE845b,Carmine Boccuzzi,1
ACE847,ACPE847a,Batia Ofer,1
ACE847,ACPE847b,Idan Ofer,1
ACE848,ACPE848a,Janelle Pinnell,1
ACE848,ACPE848b,Alden Pinnell,1
ACE849,ACPE849a,Sara Shlesinger,1
ACE849,ACPE849b,John Shlesinger,1
ACE851,ACPE851a,Mei Warburg,1
ACE851,ACPE851b,Allan Warburg,1
ACE855,ACPE855a,Katie Rodan,1
ACE855,ACPE855b,Amnon Rodan,1
ACE856,ACPE856a,Jaime Schwartzberg,1
ACE856,ACPE856b,Andrew Schwartzberg,1
ACE857,ACPE857a,Amy Shih,1
ACE857,ACPE857b,Leo Shih,1
ACE858,ACPE858a,Carl Thoma,1
ACE858,ACPE858b,Marilynn Thoma,1
ACE859,ACPE859a,Ric Whitney,1
ACE859,ACPE859b,Tina Perry-Whitney,1
ACE1,ACPE1a,Zenko Adachi,0
ACE2,ACPE2a,Giovanni Agnelli,0
ACE3,ACPE3a,Muhammed al-Tajir,0
ACE5,ACPE5a,Arthur G. Altschul,0
ACE6,ACPE6a,Thomas Ammann,0
ACE8,ACPE8a,Warren Anderson,0
ACE9,ACPE9a,Walter H. Annenberg,0
ACE10,ACPE10a,B.L Au,0
ACE11,ACPE11a,Emilio Azcarraga,0
ACE12,ACPE12a,Richard Brown Baker,0
ACE13,ACPE13a,Sid Richardson Bass,0
ACE14,ACPE14a,Anne Bass,0
ACE15,ACPE15a,Audrey Jones Beck,0
ACE16,ACPE16a,Heinz Berggruen,0
ACE18,ACPE18a,Silvio Berlusconi,0
ACE19,ACPE19a,Claude Berri,0
ACE20,ACPE20a,Ernst Beyeler,0
ACE22,ACPE22a,Martin Blinder,0
ACE26,ACPE26a,Alan Bond,0
ACE27,ACPE27a,Janet Green,0
ACE29,ACPE29a,William Bowmore,0
ACE31,ACPE31a,Donald Leroy Bren,0
ACE33,ACPE33a,Edward Broida,0
ACE34,ACPE34a,Lothar-Günther Buchheim,0
ACE35,ACPE35a,Miguel Capriles,0
ACE36,ACPE36a,Edward Carter,0
ACE37,ACPE37a,Gerald Chan,0
ACE38,ACPE38a,Alberto Chateaubriand,0
ACE39,ACPE39a,Wendell Cherry,0
ACE40,ACPE40a,Jay Chiat,0
ACE42,ACPE42a,Lillian Clark,0
ACE43,ACPE43a,Robert Holmes à Court,0
ACE44,ACPE44a,Douglas S. Cramer,0
ACE45,ACPE45a,Herman Daled,0
ACE47,ACPE47a,Bruce Dayton,0
ACE49,ACPE49a,"Edward R. Downe, Jr.",0
ACE51,ACPE51a,Asher Edelman,0
ACE53,ACPE53a,Gerald Elliott,0
ACE54,ACPE54a,Robert Ellsworth,0
ACE55,ACPE55a,Georges Embiricos,0
ACE56,ACPE56a,James O. Fairfax,0
ACE57,ACPE57a,Lord Thomson of Fleet,0
ACE58,ACPE58a,Gert Rudolf Flick,0
ACE59,ACPE59a,Amalia Lacroze de Fortabat,0
ACE60,ACPE60a,Giorgio Franchetti,0
ACE62,ACPE62a,David Geffen,0
ACE63,ACPE63a,Jacques Gelman,0
ACE65,ACPE65a,J. Paul Getty II,0
ACE66,ACPE66a,"Alfred C. Glassell, Jr.",0
ACE68,ACPE68a,Isabel Goldsmith,0
ACE69,ACPE69a,Giuliano Gori,0
ACE70,ACPE70a,John Goulandris,0
ACE71,ACPE71a,Graham Gund,0
ACE72,ACPE72a,Agnes Gund,0
ACE74,ACPE74a,Robert Halff,0
ACE75,ACPE75a,Armand Hammer *deceased as we went to press,0
ACE76,ACPE76a,Toshio Hara,0
ACE78,ACPE78a,Henry John Heinz III,0
ACE80,ACPE80a,Donald Hess,0
ACE83,ACPE83a,Richard E. Jacobs,0
ACE84,ACPE84a,Barbara Jakobson,0
ACE85,ACPE85a,Dakis Joannou,0
ACE86,ACPE86a,Philip Johnson,0
ACE87,ACPE87a,Barbara Piasecka Johnson,0
ACE88,ACPE88a,Samuel Josefowitz,0
ACE89,ACPE89a,Nicole Jullien Mattei,0
ACE90,ACPE90a,Shegeki Kameyama,0
ACE91,ACPE91a,Takuji Kato,0
ACE94,ACPE94a,Frederick Koch,0
ACE95,ACPE95a,William Koch,0
ACE96,ACPE96a,Robert Kogod,0
ACE98,ACPE98a,David Lloyd Kreeger,0
ACE99,ACPE99a,Sotaro Kubo,0
ACE100,ACPE100a,Hideo Kurita,0
ACE101,ACPE101a,Henryk de Kwiatkowski,0
ACE102,ACPE102a,Yolanda Garza Laguera,0
ACE103,ACPE103a,Leonard A. Lauder,0
ACE104,ACPE104a,Ronald S. Lauder,0
ACE105,ACPE105a,Raymond Learsy,0
ACE106,ACPE106a,Gerhard Lenz,0
ACE107,ACPE107a,K.S. Lo,0
ACE108,ACPE108a,Peter Ludwig,0
ACE111,ACPE111a,Richard Manoogian,0
ACE112,ACPE112a,Martin Z. Margulies,0
ACE113,ACPE113a,Annie Windfohr Marion,0
ACE114,ACPE114a,Donald B. Marron,0
ACE115,ACPE115a,Steve Martin,0
ACE116,ACPE116a,Erich Marx,0
ACE117,ACPE117a,Roger Mazarguil,0
ACE118,ACPE118a,Lord Alister McAlpine,0
ACE119,ACPE119a,Margaret McDermott,0
ACE121,ACPE121a,Christophe de Menil,0
ACE122,ACPE122a,Dominique de Menil,0
ACE123,ACPE123a,Georges de Menil,0
ACE124,ACPE124a,Philippa de Menil,0
ACE125,ACPE125a,Adelaide de Menil,0
ACE126,ACPE126a,François de Menil,0
ACE129,ACPE129a,José Mugrabi,0
ACE130,ACPE130a,Karl-Heinrich Müller,0
ACE131,ACPE131a,Henri Nannen,0
ACE132,ACPE132a,Raymond Nasher,0
ACE133,ACPE133a,Rose Newman,0
ACE134,ACPE134a,Stavros Niarchos,0
ACE136,ACPE136a,Sammy Ofer,0
ACE137,ACPE137a,Houn Ohara,0
ACE138,ACPE138a,Kiichiro Okano,0
ACE139,ACPE139a,Eiji Okwawa,0
ACE141,ACPE141a,Reinhard Onnasch,0
ACE142,ACPE142a,Jaime Ortiz-Patiño,0
ACE143,ACPE143a,Michael Ovitz,0
ACE144,ACPE144a,Max Palevsky,0
ACE145,ACPE145a,Peter Palumbo,0
ACE146,ACPE146a,Giuseppe Panza di Biumo,0
ACE147,ACPE147a,Jacques Poulge,0
ACE149,ACPE149a,Jay Arthur Pritzker,0
ACE150,ACPE150a,Joseph Pulitzer,0
ACE151,ACPE151a,Joe Rank,0
ACE152,ACPE152a,Robert Gore Rifkind,0
ACE153,ACPE153a,Renee Rivkin,0
ACE154,ACPE154a,Frederik Roos,0
ACE155,ACPE155a,Jacob Rothschild,0
ACE156,ACPE156a,Robert Rowan,0
ACE157,ACPE157a,Charles Saatchi,0
ACE159,ACPE159a,Tokichi Sakai,0
ACE160,ACPE160a,Fayez Sarofim,0
ACE162,ACPE162a,Otto Schäfer,0
ACE163,ACPE163a,John Schaeffer,0
ACE166,ACPE166a,Norton Simon,0
ACE167,ACPE167a,Yannis Sistovaris,0
ACE168,ACPE168a,Joshua P. Smith,0
ACE169,ACPE169a,Robert H. Smith,0
ACE172,ACPE172a,Sheldon Solow,0
ACE173,ACPE173a,Reiner Speck,0
ACE175,ACPE175a,Ray Stark,0
ACE177,ACPE177a,Leonard N. Stern,0
ACE178,ACPE178a,Hans-Hermann Stober,0
ACE179,ACPE179a,Stephen Swid,0
ACE180,ACPE180a,Yeung Wing Tak,0
ACE181,ACPE181a,Masahiro Takano,0
ACE182,ACPE182a,A. Alfred Taubman,0
ACE183,ACPE183a,Daniel Terra,0
ACE184,ACPE184a,Hiroshi Teshigahara,0
ACE185,ACPE185a,Hans Thulin,0
ACE187,ACPE187a,Robert Tobin,0
ACE188,ACPE188a,T. T. Tsui,0
ACE189,ACPE189a,Robert Vivian,0
ACE191,ACPE191a,Joel Wachs,0
ACE192,ACPE192a,Jack Warner,0
ACE193,ACPE193a,John Weber,0
ACE194,ACPE194a,Frederick R. Weisman,0
ACE195,ACPE195a,Marcia Weisman,0
ACE196,ACPE196a,Leslie Herbert Wexner,0
ACE197,ACPE197a,Ian Woodner,0
ACE199,ACPE199a,Jayne Wrightsman,0
ACE200,ACPE200a,Lucio Amelio,0
ACE201,ACPE201a,Plácido Arango,0
ACE205,ACPE205a,Alain Delon,0
ACE206,ACPE206a,Daniel Filipacchi,0
ACE207,ACPE207a,Chang Tien Ge,0
ACE208,ACPE208a,Alex Goulandris,0
ACE209,ACPE209a,Basil Goulandris,0
ACE210,ACPE210a,Hikonobu Ise,0
ACE211,ACPE211a,Katsumi Kawamura,0
ACE212,ACPE212a,William Lane,0
ACE213,ACPE213a,Joseph Lau,0
ACE214,ACPE214a,Micheline Maus,0
ACE215,ACPE215a,William Miller,0
ACE216,ACPE216a,Tsai Chen Nan,0
ACE217,ACPE217a,Masao Nangaku,0
ACE219,ACPE219a,Elie de Rothschild,0
ACE220,ACPE220a,Eric de Rothschild,0
ACE221,ACPE221a,Ryoei Saito,0
ACE223,ACPE223a,Urs Schwartzenbach,0
ACE224,ACPE224a,Tsukasa Shishima,0
ACE226,ACPE226a,David Thomson,0
ACE227,ACPE227a,Jean Alvarez de Tolédo,0
ACE228,ACPE228a,Lois Torf,0
ACE229,ACPE229a,Tomonori Tsurumaki,0
ACE230,ACPE230a,Sieji Tsutsumi,0
ACE231,ACPE231a,Klaus Turbon,0
ACE232,ACPE232a,Roberto T. Villanueva,0
ACE234,ACPE234a,Jan Ahlers,0
ACE235,ACPE235a,Marilynn Alsdorf,0
ACE236,ACPE236a,Hans Rasmus Astrup,0
ACE237,ACPE237a,Annibale Berlingieri,0
ACE242,ACPE242a,Gilberto Chateaubriand,0
ACE243,ACPE243a,Paul Desmarais,0
ACE246,ACPE246a,Hans Grothe,0
ACE248,ACPE248a,Michael Hornstein,0
ACE250,ACPE250a,Kwee Liong Keng,0
ACE251,ACPE251a,John Kluge,0
ACE253,ACPE253a,Robert Lehrman,0
ACE254,ACPE254a,Arthur Lim,0
ACE255,ACPE255a,Luella Maslon,0
ACE257,ACPE257a,Carlo Monzino,0
ACE258,ACPE258a,Raymond D. Nasher,0
ACE259,ACPE259a,George Ortiz,0
ACE260,ACPE260a,Joseph Pulitzer Jr,0
ACE261,ACPE261a,J.R. Ritman,0
ACE263,ACPE263a,Dieter Scharf,0
ACE264,ACPE264a,Walther Scharf,0
ACE265,ACPE265a,Peter Sharp,0
ACE266,ACPE266a,Kenneth Thomson,0
ACE267,ACPE267a,George Ti,0
ACE268,ACPE268a,Susie Tompkins,0
ACE269,ACPE269a,Seiji Tsutsumi,0
ACE272,ACPE272a,Thomas Walther,0
ACE275,ACPE275a,Wayne Wrightsman,0
ACE276,ACPE276a,Juan Abelló,0
ACE279,ACPE279a,Christiaan Braun,0
ACE280,ACPE280a,"Sultan Haji Hassanal Bolkiah,  Sultan of Brunei",0
ACE282,ACPE282a,Ignacio Cobo,0
ACE283,ACPE283a,Edward Cox,0
ACE284,ACPE284a,Elaine Dannheisser,0
ACE285,ACPE285a,Barney Ebsworth,0
ACE288,ACPE288a,Bob Guccione,0
ACE289,ACPE289a,Ydessa Hendeles,0
ACE292,ACPE292a,Peter Moores,0
ACE293,ACPE293a,Jean-Pierre Moueix,0
ACE294,ACPE294a,Jorge Ortiz-Patiño,0
ACE300,ACPE300a,Martijn Sanders,0
ACE301,ACPE301a,Pieter Sanders,0
ACE302,ACPE302a,Wilhelm Schürmann,0
ACE303,ACPE303a,Marion Smooke,0
ACE306,ACPE306a,Martin Visser,0
ACE307,ACPE307a,Andrew Lloyd Webber,0
ACE310,ACPE310a,Angelo Baldessari,0
ACE312,ACPE312a,Mary Livingston Griggs Burke,0
ACE314,ACPE314a,Attilo Codognato,0
ACE315,ACPE315a,Karen Cohen,0
ACE316,ACPE316a,Jeffrey E. Horvitz,0
ACE317,ACPE317a,Harry Hyams,0
ACE318,ACPE318a,Stephane Janssen,0
ACE319,ACPE319a,Sam Josefowitz,0
ACE324,ACPE324a,Robert Sosnick,0
ACE332,ACPE332a,Baron Giorgio Franchetti,0
ACE334,ACPE334a,Soichiro Fukutake,0
ACE337,ACPE337a,Jorge S. Helft,0
ACE338,ACPE338a,Mauro Herlitzka,0
ACE341,ACPE341a,Simon Kwan,0
ACE342,ACPE342a,Emily Fisher Landau,0
ACE348,ACPE348a,Lord Peter Palumbo,0
ACE349,ACPE349a,Ronald O. Perelman,0
ACE350,ACPE350a,François Pinault,0
ACE351,ACPE351a,Sainsbury Family,0
ACE354,ACPE354a,Carlos Slim Helú,0
ACE359,ACPE359a,Mitchell Wolfson,0
ACE360,ACPE360a,Reinhold Würth,0
ACE361,ACPE361a,Gianni Agnelli,0
ACE363,ACPE363a,Scott Black,0
ACE364,ACPE364a,Nicola Bulgari,0
ACE365,ACPE365a,Eduardo F. Costantini,0
ACE367,ACPE367a,Esther Grether,0
ACE368,ACPE368a,Manfred Heiting,0
ACE369,ACPE369a,Marieluise Hessel,0
ACE370,ACPE370a,Graham Kirkham,0
ACE373,ACPE373a,Peter Lewis,0
ACE374,ACPE374a,Werner Merzbacher,0
ACE376,ACPE376a,David Rockefeller,0
ACE377,ACPE377a,Robert Smith,0
ACE378,ACPE378a,Jeffrey Steiner,0
ACE380,ACPE380a,Charles Tabachnick,0
ACE381,ACPE381a,Paul Allen,0
ACE382,ACPE382a,Hortense Anda-Bührle,0
ACE383,ACPE383a,John P. Axelrod,0
ACE384,ACPE384a,Dieter Bührle,0
ACE386,ACPE386a,Herbert Black,0
ACE388,ACPE388a,Joop van Caldenborgh,0
ACE389,ACPE389a,Lloyd Cotsen,0
ACE390,ACPE390a,Prodromus Emfietzoglou,0
ACE391,ACPE391a,Joseph Hackmey,0
ACE392,ACPE392a,Daniel Hechter,0
ACE393,ACPE393a,Robert Hiscox,0
ACE394,ACPE394a,Carl Icahn,0
ACE395,ACPE395a,Audrey Irmas,0
ACE396,ACPE396a,John Kaldor,0
ACE398,ACPE398a,Robert P. Kogod,0
ACE399,ACPE399a,Werner Kramarsky,0
ACE400,ACPE400a,Myron Kunin,0
ACE402,ACPE402a,Joseph Lewis,0
ACE403,ACPE403a,Denis Logothetis,0
ACE404,ACPE404a,Irene Ludwig,0
ACE406,ACPE406a,Dinos Martinos,0
ACE408,ACPE408a,Arendt Oetker,0
ACE409,ACPE409a,Wafic Said,0
ACE410,ACPE410a,Rudolf Scharpf,0
ACE411,ACPE411a,David Tang,0
ACE412,ACPE412a,Robert L. B. Tobin,0
ACE413,ACPE413a,José Luis Várez Fisa,0
ACE414,ACPE414a,Thomas W. Weisel,0
ACE416,ACPE416a,Bruce Bailey,0
ACE417,ACPE417a,Frances Bowes,0
ACE419,ACPE419a,Edward R. Broida,0
ACE420,ACPE420a,Donald L. Bryant Jr.,0
ACE421,ACPE421a,Blake Byrne,0
ACE422,ACPE422a,Constance Caplan,0
ACE423,ACPE423a,Frances Dittmer,0
ACE424,ACPE424a,Ulla Dreyfus-Best,0
ACE425,ACPE425a,Aaron I. Fleischman,0
ACE426,ACPE426a,Ingvild Goetz,0
ACE428,ACPE428a,Jean Hamon,0
ACE429,ACPE429a,Samuel Heyman,0
ACE430,ACPE430a,Erika Hoffmann,0
ACE432,ACPE432a,Joseph Hotung,0
ACE434,ACPE434a,Uri Knecht,0
ACE438,ACPE438a,Eugenio López Alonso,0
ACE440,ACPE440a,Robert Miller,0
ACE441,ACPE441a,Jan Mitchell,0
ACE442,ACPE442a,Michimasa Murauchi,0
ACE443,ACPE443a,Maja Oeri,0
ACE446,ACPE446a,Kimiko Powers,0
ACE447,ACPE447a,Leonard Riggio,0
ACE448,ACPE448a,Lee Ann Roberts,0
ACE449,ACPE449a,Inge Rodenstock,0
ACE455,ACPE455a,Eiichiro Sudo,0
ACE457,ACPE457a,Dean Valentine,0
ACE458,ACPE458a,Shelby White,0
ACE464,ACPE464a,Harald Falckenberg,0
ACE465,ACPE465a,Friedrich Christian Flick,0
ACE468,ACPE468a,Uli Knecht,0
ACE472,ACPE472a,Leonardo Mondadori,0
ACE477,ACPE477a,Norman Stone,0
ACE478,ACPE478a,Tsuneshi Suzuki,0
ACE480,ACPE480a,Philip Anschutz,0
ACE482,ACPE482a,Udo Brandhorst,0
ACE484,ACPE484a,Yu Gi-chung,0
ACE485,ACPE485a,Marguerite Hoffman,0
ACE486,ACPE486a,Frank Huang,0
ACE487,ACPE487a,Elton John,0
ACE488,ACPE488a,Alicia Koplowitz,0
ACE489,ACPE489a,Minoru Mori,0
ACE490,ACPE490a,Jack Nicholson,0
ACE491,ACPE491a,Emily Rauh Pulitzer,0
ACE495,ACPE495a,Stephan Schmidheiny,0
ACE498,ACPE498a,Ricard Akagawa,0
ACE499,ACPE499a,Bernard Arnault,0
ACE500,ACPE500a,Dimitris Daskalopoulos,0
ACE502,ACPE502a,"George Lindemann, Jr.",0
ACE504,ACPE504a,Philip S. Niarchos,0
ACE505,ACPE505a,Peter Norton,0
ACE507,ACPE507a,Scott Rudin,0
ACE510,ACPE510a,Chara Schreyer,0
ACE512,ACPE512a,Sheikh Saud bin Mohammad bin Ali al-Thani,0
ACE514,ACPE514a,Steven A. Cohen,0
ACE517,ACPE517a,David Ganek,0
ACE518,ACPE518a,John Paul Getty II,0
ACE520,ACPE520a,Roberto Marinho,0
ACE522,ACPE522a,Bernardo Paz,0
ACE524,ACPE524a,Mitchell Rales,0
ACE526,ACPE526a,Beth Swofford,0
ACE528,ACPE528a,Jose Manuel Berardo,0
ACE529,ACPE529a,Lilian Bettencourt,0
ACE532,ACPE532a,James Clark,0
ACE533,ACPE533a,Paolo Consolandi,0
ACE534,ACPE534a,The Garza Sada family,0
ACE536,ACPE536a,Laurence Graff,0
ACE538,ACPE538a,Nasser David Khalili,0
ACE542,ACPE542a,Michael Lynne,0
ACE545,ACPE545a,Patrizia Sandretto Re Rebaudengo,0
ACE546,ACPE546a,Sakip Sabanci,0
ACE547,ACPE547a,Alain Wertheimer,0
ACE549,ACPE549a,Frank Cohen,0
ACE551,ACPE551a,Garza Sada Family,0
ACE553,ACPE553a,Antoine de Galbert,0
ACE554,ACPE554a,Barbara Lee,0
ACE557,ACPE557a,Lester Marks,0
ACE559,ACPE559a,Steven Rales,0
ACE560,ACPE560a,Lily Safra,0
ACE561,ACPE561a,Adam D. Sender,0
ACE562,ACPE562a,Francesca Thyssen-Bornemisza,0
ACE564,ACPE564a,Frieder Burda,0
ACE567,ACPE567a,Beth Rudin DeWoody,0
ACE568,ACPE568a,Glenn R. Fuhrman,0
ACE575,ACPE575a,Henry S. McNeil,0
ACE577,ACPE577a,Thomas Olbricht,0
ACE581,ACPE581a,Louisa Stude Sarofim,0
ACE582,ACPE582a,Tatsumi Sato,0
ACE583,ACPE583a,Juan Antonio Perez Simon,0
ACE584,ACPE584a,Peter Simon,0
ACE585,ACPE585a,Gayle Stoffel,0
ACE587,ACPE587a,Alice Walton,0
Ace592,ACPE592a,Mary Griggs Burke,0
ACE594,ACPE594a,Kim Chang-il,0
ACE595,ACPE595a,Ella Fontanals-Cisneros,0
ACE596,ACPE596a,Michael Crichton,0
ACE601,ACPE601a,Prince Hans-Adam II von und zu Liechtenstein,0
ACE603,ACPE603a,Marc Landeau,0
ACE606,ACPE606a,Aby J. Rosen,0
ACE608,ACPE608a,David Teiger,0
ACE609,ACPE609a,Neil G. Bluhm,0
ACE610,ACPE610a,Mickey Cartin,0
ACE612,ACPE612a,Kenneth C. Griffin,0
ACE615,ACPE615a,Eric Schmidt,0
ACE618,ACPE618a,Peter M. Brant,0
ACE622,ACPE622a,Damien Hirst,0
ACE624,ACPE624a,David Martinez,0
ACE625,ACPE625a,Victor Pinchuk,0
ACE630,ACPE630a,Edward “Ned” Johnson III,0
ACE634,ACPE634a,Hubert Neumann,0
ACE638,ACPE638a,Uli Sigg,0
ACE639,ACPE639a,Eric Smidt,0
ACE642,ACPE642a,Stephen A. Wynn,0
ACE646,ACPE646a,Philippe Decelle,0
ACE647,ACPE647a,Ovitz family,0
ACE649,ACPE649a,Noam Gottesman,0
ACE652,ACPE652a,John S. Middleton,0
ACE654,ACPE654a,Princess Gloria von Thurn und Taxis,0
ACE655,ACPE655a,Walter Vanhaerents,0
ACE657,ACPE657a,Susan Weber,0
ACE658,ACPE658a,Tadashi Yanai,0
ACE660,ACPE660a,Pierre Chen,0
ACE661,ACPE661a,Halit Cingillioglu,0
ACE662,ACPE662a,Glenn Dubin,0
ACE665,ACPE665a,Joe Lewis,0
ACE666,ACPE666a,Dimitri Mavrommatis,0
ACE669,ACPE669a,María Asunción Aramburuzabala,0
ACE671,ACPE671a,Grässlin Family,0
ACE674,ACPE674a,Hugo Jung,0
ACE676,ACPE676a,Pierre Lagrange,0
ACE681,ACPE681a,Dmitry Rybolovlev,0
ACE683,ACPE683a,Julia Stoschek,0
ACE685,ACPE685a,Budi Tek,0
ACE686,ACPE686a,Sheikha Al Mayassa bint Hamad bin Khalifa Al Thani,0
ACE690,ACPE690a,Len Blavatnik,0
ACE691,ACPE691a,Richard Chang,0
ACE692,ACPE692a,Thomas Chao,0
ACE694,ACPE694a,Carl Gustaf Ehrnrooth,0
ACE695,ACPE695a,Alan Howard,0
ACE698,ACPE698a,Leonid Mikhelson,0
ACE699,ACPE699a,Takeo Obayashi,0
ACE700,ACPE700a,Daniel Och,0
ACE702,ACPE702a,Qiao Zhibing,0
ACE704,ACPE704a,Yang Bin,0
ACE705,ACPE705a,Candace Carmel Barasch,0
ACE706,ACPE706a,Nicolas Berggruen,0
ACE707,ACPE707a,Ernesto Bertarelli,0
ACE708,ACPE708a,Christian Bührle,0
ACE709,ACPE709a,Edouard Carmignac,0
ACE711,ACPE711a,Kemal Has Cingillioglu,0
ACE713,ACPE713a,Tiqui Atencio Demirdjian,0
ACE716,ACPE716a,Lawrence J. Ellison,0
ACE720,ACPE720a,Thomas Lau,0
ACE721,ACPE721a,Jho Low,0
ACE722,ACPE722a,Maramotti Family,0
ACE725,ACPE725a,Stephen Ross,0
ACE727,ACPE727a,Joseph Safra,0
ACE728,ACPE728a,Thomas Shao,0
ACE731,ACPE731a,Wang Jianlin,0
ACE732,ACPE732a,Charlotte Colket Weber,0
ACE733,ACPE733a,Elaine Wynn,0
ACE736,ACPE736a,Adrian Cheng,0
ACE737,ACPE737a,Leonardo DiCaprio,0
ACE738,ACPE738a,George Economou,0
ACE740,ACPE740a,Maja Hoffmann,0
ACE742,ACPE742a,Viatcheslav Moshe Kantor,0
ACE743,ACPE743a,Ananda Krishnan,0
ACE744,ACPE744a,Grażyna Kulczyk,0
ACE750,ACPE750a,Sultan Sooud Al Qassemi,0
ACE751,ACPE751a,Bob Rennie,0
ACE753,ACPE753a,Rubell Family,0
ACE756,ACPE756a,Suh Kyung-Bae,0
ACE758,ACPE758a,Sheikh Hamad bin Jassim bin Jaber Al Thani,0
ACE759,ACPE759a,Wang Zhongjun,0
ACE760,ACPE760a,Haryanto Adikoesoemo,0
ACE762,ACPE762a,Fisher Family,0
ACE764,ACPE764a,Danny Goldberg,0
ACE766,ACPE766a,Guy Laliberté,0
ACE767,ACPE767a,Li Lin,0
ACE768,ACPE768a,Jack Ma,0
ACE769,ACPE769a,Yusaku Maezawa,0
ACE771,ACPE771a,Steve Tisch,0
ACE774,ACPE774a,Roman Abramovich,0
ACE775,ACPE775a,Mohammed Afkhami,0
ACE777,ACPE777a,Laurent Asscher,0
ACE781,ACPE781a,Botín Family,0
ACE783,ACPE783a,Lonti Ebers,0
ACE784,ACPE784a,Eisenberg Family,0
ACE788,ACPE788a,Cheech Marin,0
ACE789,ACPE789a,Niarchos Family,0
ACE790,ACPE790a,Augusto Perfetti,0
ACE791,ACPE791a,Jochen Zeitz,0
ACE793,ACPE793a,Alfonso de Angoitia Noriega,0
ACE794,ACPE794a,Suzanne Deal Booth,0
ACE796,ACPE796a,Nicola Erni,0
ACE797,ACPE797a,Heidi Goëss-Horten,0
ACE798,ACPE798a,Bernardo Gómez Martínez,0
ACE801,ACPE801a,Petch Osathanugrah,0
ACE803,ACPE803a,Laurene Powell Jobs,0
ACE804,ACPE804a,Lisa Reuben,0
ACE808,ACPE808a,Wang Bing,0
ACE809,ACPE809a,Pedro Barbosa,0
