an_entry_id,an_person_id,clctr_name,is_couple
ACE77,APE77a,Bette and Neison Harris,1
ACE77,APE77b,Bette and Neison Harris,1
ACE79,APE79a,Annick and Anton Herbert,1
ACE79,APE79b,Annick and Anton Herbert,1
ACE81,APE81a,William and Anne Hokin,1
ACE81,APE81b,William and Anne Hokin,1
ACE82,APE82a,Margaret and Raymond Horowitz,1
ACE82,APE82b,Margaret and Raymond Horowitz,1
ACE92,APE92a,George and Linda Kaufman,1
ACE92,APE92b,George and Linda Kaufman,1
ACE93,APE93a,Ann and Gilbert H. Kinney,1
ACE93,APE93b,Ann and Gilbert H. Kinney,1
ACE97,APE97a,Henry R. Kravis and Carolyne Roehm,1
ACE97,APE97b,Henry R. Kravis and Carolyne Roehm,1
ACE109,APE109a,Linda and Harry Macklowe,1
ACE109,APE109b,Linda and Harry Macklowe,1
ACE110,APE110a,Susan and Lewis Manilow,1
ACE110,APE110b,Susan and Lewis Manilow,1
ACE120,APE120a,Paul and Rachel Mellon,1
ACE120,APE120b,Paul and Rachel Mellon,1
ACE127,APE127a,Jane and Robert Meyerhoff,1
ACE127,APE127b,Jane and Robert Meyerhoff,1
ACE128,APE128a,Robert and Adrian Mnuchin,1
ACE128,APE128b,Robert and Adrian Mnuchin,1
ACE135,APE135a,Eileen and Peter Norton,1
ACE135,APE135b,Eileen and Peter Norton,1
ACE140,APE140a,Paul and Camille Oliver-Hoffmann,1
ACE140,APE140b,Paul and Camille Oliver-Hoffmann,1
ACE148,APE148a,Etsuko and Joe D. Price,1
ACE148,APE148b,Etsuko and Joe D. Price,1
ACE158,APE158a,Sir Robert and Lady Sainsbury,1
ACE158,APE158b,Sir Robert and Lady Sainsbury,1
ACE161,APE161a,Denise and Andrew M. Saul,1
ACE161,APE161b,Denise and Andrew M. Saul,1
ACE164,APE164a,Eugene and Barbara Schwartz,1
ACE164,APE164b,Eugene and Barbara Schwartz,1
ACE165,APE165a,Joel and Anne Seydoux,1
ACE165,APE165b,Joel and Anne Seydoux,1
ACE170,APE170a,Nathan and Marion Smooke,1
ACE170,APE170b,Nathan and Marion Smooke,1
ACE171,APE171a,Victor and Loti Smorgon,1
ACE171,APE171b,Victor and Loti Smorgon,1
ACE174,APE174a,Emily and Jerry Spiegel,1
ACE174,APE174b,Emily and Jerry Spiegel,1
ACE176,APE176a,Saul and Gayfryd Steinberg,1
ACE176,APE176b,Saul and Gayfryd Steinberg,1
ACE186,APE186a,Baroness Carmen and Baron Hans Heinrich Thyssen-Bornemisza,1
ACE186,APE186b,Baroness Carmen and Baron Hans Heinrich Thyssen-Bornemisza,1
ACE190,APE190a,Dorothy and Herbert Vogel,1
ACE190,APE190b,Dorothy and Herbert Vogel,1
ACE198,APE198a,Virginia and Bagley Wright,1
ACE198,APE198b,Virginia and Bagley Wright,1
ACE202,APE202a,B. Gerald and Iris Cantor,1
ACE202,APE202b,B. Gerald and Iris Cantor,1
ACE203,APE203a,Marshall S. and Maureen Cogan,1
ACE203,APE203b,Marshall S. and Maureen Cogan,1
ACE204,APE204a,Hélène and Michel Alexandre David-Weill,1
ACE204,APE204b,Hélène and Michel Alexandre David-Weill,1
ACE218,APE218a,Victoria and Samuel I. Newhouse Jr.,1
ACE218,APE218b,Victoria and Samuel I. Newhouse Jr.,1
ACE222,APE222a,Marianne and Alan Schwartz,1
ACE222,APE222b,Marianne and Alan Schwartz,1
ACE225,APE225a,Stuart and Judy Spence,1
ACE225,APE225b,Stuart and Judy Spence,1
ACE233,APE233a,Hartmut and Silvia Ackermeier,1
ACE233,APE233b,Hartmut and Silvia Ackermeier,1
ACE238,APE238a,Nelson Blitz Jr. and Catherine Woodard,1
ACE238,APE238b,Nelson Blitz Jr. and Catherine Woodard,1
ACE239,APE239a,Janet and Gilbert de Botton,1
ACE239,APE239b,Janet and Gilbert de Botton,1
ACE240,APE240a,Gérard and Anne-Marie Boulois,1
ACE240,APE240b,Gérard and Anne-Marie Boulois,1
ACE241,APE241a,Edward and Hannah Carter,1
ACE241,APE241b,Edward and Hannah Carter,1
ACE244,APE244a,Marvin and Janet Fishman,1
ACE244,APE244b,Marvin and Janet Fishman,1
ACE245,APE245a,Marie-Françoise and Gilles Fuchs,1
ACE245,APE245b,Marie-Françoise and Gilles Fuchs,1
ACE247,APE247a,Jacques and Marta Hachuel,1
ACE247,APE247b,Jacques and Marta Hachuel,1
ACE249,APE249a,Jean Christophe and Nicole Julian,1
ACE249,APE249b,Jean Christophe and Nicole Julian,1
ACE252,APE252a,Richard and Barbara Lane,1
ACE252,APE252b,Richard and Barbara Lane,1
ACE256,APE256a,Jan and Frederick Mayer,1
ACE256,APE256b,Jan and Frederick Mayer,1
ACE262,APE262a,Betty and Isaac Rudman,1
ACE262,APE262b,Betty and Isaac Rudman,1
ACE270,APE270a,Thurston and Laila Twigg-Smith,1
ACE270,APE270b,Thurston and Laila Twigg-Smith,1
ACE271,APE271a,Carl and Carin Vogel,1
ACE271,APE271b,Carl and Carin Vogel,1
ACE273,APE273a,John and Charlotte Weber,1
ACE273,APE273b,John and Charlotte Weber,1
ACE274,APE274a,Leon Levy and Shelby White,1
ACE274,APE274b,Leon Levy and Shelby White,1
ACE277,APE277a,Frits and Agnes Becht,1
ACE277,APE277b,Frits and Agnes Becht,1
ACE278,APE278a,Marchesa Marida and Marchese Annibale Berlingieri,1
ACE278,APE278b,Marchesa Marida and Marchese Annibale Berlingieri,1
ACE281,APE281a,Miguel Angel and Magaly Capriles,1
