an_entry_id,an_collector_person_id,clctr_name,is_couple,an_person_id
ACE667,ACPE667a,Edith Vanmoerkerke,1,APE504
ACE667,ACPE667b,Mark Vanmoerkerke,1,APE505
ACE668,ACPE668a,Shelley Fox Aarons,1,APE506
ACE668,ACPE668b,Philip E. Aarons,1,APE507
ACE670,ACPE670a,Caryl Englander,1,APE508
ACE670,ACPE670b,Israel Englander,1,APE509
ACE672,ACPE672a,Florence Guerlain,1,APE510
ACE672,ACPE672b,Daniel Guerlain,1,APE511
ACE673,ACPE673a,Barbara Haubrok,1,APE512
ACE673,ACPE673b,Axel Haubrok,1,APE513
ACE675,ACPE675a,Alison Klein,1,APE514
ACE675,ACPE675b,Peter W. Klein,1,APE515
ACE677,ACPE677a,Barbara Levine,1,APE516
ACE677,ACPE677b,Aaron Levine,1,APE517
ACE678,ACPE678a,Pamela Mohn,1,APE518
ACE678,ACPE678b,Jarl Mohn,1,APE519
ACE679,ACPE679a,Rose-Marie van Otterloo,1,APE520
ACE679,ACPE679b,Eijk van Otterloo,1,APE521
ACE680,ACPE680a,Heather Podesta,1,APE522
ACE680,ACPE680b,Tony Podesta,1,APE523
ACE682,ACPE682a,Christiane Schaufler-Münch,1,APE524
ACE682,ACPE682b,Peter Schaufler,1,APE525
ACE684,ACPE684a,Sylvia Ströher,1,APE526
ACE684,ACPE684b,Ulrich Ströher,1,APE527
ACE687,ACPE687a,Jane Toll,1,APE528
ACE687,ACPE687b,Robert Toll,1,APE529
ACE688,ACPE688a,Wang Wei,1,APE530
ACE688,ACPE688b,Liu Yiqian,1,APE531
ACE689,ACPE689a,Jutta Weishaupt,1,APE532
ACE689,ACPE689b,Siegfried Weishaupt,1,APE533
ACE693,ACPE693a,Robert Drake,1,APE534
ACE693,ACPE693b,Renee Drake,1,APE535
ACE696,ACPE696a,Steven Latner,1,APE536
ACE696,ACPE696b,Michael Latner,1,APE537
ACE697,ACPE697a,Maurice Marciano,1,APE538
ACE697,ACPE697b,Paul Marciano,1,APE539
ACE701,ACPE701a,Andrea Olympio Pereira,1,APE540
ACE701,ACPE701b,José Olympio Pereira,1,APE541
ACE703,ACPE703a,Vicki Sant,1,APE542
ACE703,ACPE703b,Roger Sant,1,APE543
ACE710,ACPE710a,Trudy Cejas,1,APE544
ACE710,ACPE710b,Paul Cejas,1,APE545
ACE712,ACPE712a,Isabel Coppel,1,APE546
ACE712,ACPE712b,Agustín Coppel,1,APE547
ACE714,ACPE714a,Mitzi Eisenberg,1,APE548
ACE714,ACPE714b,Warren Eisenberg,1,APE549
ACE715,ACPE715a,Rebecca Eisenberg,1,APE550
ACE715,ACPE715b,Martin Eisenberg,1,APE551
ACE717,ACPE717a,Susan Feinstein,1,APE552
ACE717,ACPE717b,Leonard Feinstein,1,APE553
ACE718,ACPE718a,Marilyn Fields,1,APE554
ACE718,ACPE718b,Larry Fields,1,APE555
ACE719,ACPE719a,Christy Gautreaux,1,APE556
ACE719,ACPE719b,Bill Gautreaux,1,APE557
ACE723,ACPE723a,Raymond J. McGuire,1,APE558
ACE723,ACPE723b,Crystal McCrary,1,APE559
ACE724,ACPE724a,Tom Pritzker,1,APE560
ACE724,ACPE724b,Margot Pritzker,1,APE561
ACE726,ACPE726a,Hilary Ross,1,APE562
ACE726,ACPE726b,Wilbur L. Ross Jr.,1,APE563
ACE729,ACPE729a,Elizabeth Singer,1,APE564
ACE729,ACPE729b,Frederick Singer,1,APE565
ACE730,ACPE730a,Susana Steinbruch,1,APE566
ACE730,ACPE730b,Ricardo Steinbruch,1,APE567
ACE734,ACPE734a,Anita Zabludowicz,1,APE568
ACE734,ACPE734b,Poju Zabludowicz,1,APE569
ACE735,ACPE735a,James Keith (JK) Brown,1,APE570
ACE735,ACPE735b,Eric Diefenbach,1,APE571
ACE739,ACPE739a,Yassmin Ghandehari,1,APE572
ACE739,ACPE739b,Sasan Ghandehari,1,APE573
ACE741,ACPE741a,Hong Ra-hee,1,APE574
ACE741,ACPE741b,Lee Kun-hee,1,APE575
ACE745,ACPE745a,Nina Moore,1,APE576
ACE745,ACPE745b,Frank Moore,1,APE577
ACE746,ACPE746a,Catriona Mordant,1,APE578
ACE746,ACPE746b,Simon Mordant,1,APE579
ACE747,ACPE747a,Genny Nissenbaum,1,APE580
ACE747,ACPE747b,Selmo Nissenbaum,1,APE581
ACE748,ACPE748a,Lisa Perry,1,APE582
ACE748,ACPE748b,Richard Perry,1,APE583
ACE749,ACPE749a,Sabine Plattner,1,APE584
ACE749,ACPE749b,Hasso Plattner,1,APE585
ACE752,ACPE752a,Linnea Conrad Roberts,1,APE586
ACE752,ACPE752b,George Roberts,1,APE233
ACE754,ACPE754a,Elham Salamé,1,APE588
ACE754,ACPE754b,Tony Salamé,1,APE589
ACE755,ACPE755a,Nadia Samdani,1,APE590
ACE755,ACPE755b,Rajeeb Samdani,1,APE591
ACE757,ACPE757a,Brett Sundheim,1,APE592
ACE757,ACPE757b,Daniel S. Sundheim,1,APE593
ACE761,ACPE761a,Halit Cingillioglu,1,APE594
ACE761,ACPE761b,Kemal Has Cingillioglu,1,APE595
ACE763,ACPE763a,Michael C. Forman,1,APE596
ACE763,ACPE763b,Jennifer Rice,1,APE597
ACE765,ACPE765a,Pamela J. Joyner,1,APE598
ACE765,ACPE765b,Alfred J. Giuffrida,1,APE599
ACE770,ACPE770a,Sheri Schultz,1,APE600
ACE770,ACPE770b,Howard Schultz,1,APE601
ACE772,ACPE772a,Anne Titze,1,APE602
ACE772,ACPE772b,Wolfgang Titze,1,APE603
ACE773,ACPE773a,Patricia Pearson-Vergez,1,APE604
ACE773,ACPE773b,Juan Vergez,1,APE605
ACE776,ACPE776a,Laura Arrillaga-Andreessen,1,APE606
ACE776,ACPE776b,Marc Andreessen,1,APE607
ACE778,ACPE778a,Tracey Berkowitz,1,APE608
ACE778,ACPE778b,Bruce R. Berkowitz,1,APE609
ACE779,ACPE779a,Barbara Bluhm-Kaul,1,APE610
ACE779,ACPE779b,Don Kaul,1,APE611
ACE780,ACPE780a,Lauren Booth,1,APE612
ACE780,ACPE780b,Mark Booth,1,APE613
ACE782,ACPE782a,Estrellita Brodsky,1,APE614
ACE782,ACPE782b,Daniel Brodsky,1,APE615
ACE785,ACPE785a,Bridgitt Evans,1,APE616
ACE785,ACPE785b,Bruce Evans,1,APE617
ACE786,ACPE786a,Gabriela Garza,1,APE618
ACE786,ACPE786b,Ramiro Garza,1,APE619
ACE787,ACPE787a,Petra Levin,1,APE620
ACE787,ACPE787b,Stephen Levin,1,APE621
ACE792,ACPE792a,Helen Zell,1,APE622
ACE792,ACPE792b,Sam Zell,1,APE623
ACE795,ACPE795a,Elizabeth Chun,1,APE624
ACE795,ACPE795b,Phillip Chun,1,APE625
ACE799,ACPE799a,Kelly Mueller,1,APE626
ACE799,ACPE799b,Scott Mueller,1,APE627
ACE800,ACPE800a,Jane Nathanson,1,APE628
ACE800,ACPE800b,Marc Nathanson,1,APE629
ACE802,ACPE802a,Cecilia Poma,1,APE630
ACE802,ACPE802b,Ernesto Poma,1,APE631
ACE805,ACPE805a,Komal Shah,1,APE632
ACE805,ACPE805b,Gaurav Garg,1,APE633
ACE806,ACPE806a,Claire-Anne Stroll,1,APE634
ACE806,ACPE806b,Lawrence S. Stroll,1,APE635
ACE807,ACPE807a,Clara Tsai,1,APE636
ACE807,ACPE807b,Joseph C. Tsai,1,APE637
ACE813,ACPE813a,Cecilia Cheung,1,APE638
ACE813,ACPE813b,Chung-Kiu “C.K.” Cheung,1,APE639
ACE814,ACPE814a,Kasseem “Swizz Beatz” Dean,1,APE640
ACE814,ACPE814b,Alicia Keys,1,APE641
ACE815,ACPE815a,Yael Fegel,1,APE642
ACE815,ACPE815b,Gary Fegel,1,APE643
ACE819,ACPE819a,Jimmy Iovine,1,APE644
ACE819,ACPE819b,Liberty Ross,1,APE645
ACE824,ACPE824a,Kiran Nadar,1,APE646
ACE824,ACPE824b,Shiv Nadar,1,APE647
ACE826,ACPE826a,Eyal Ofer,1,APE648
ACE826,ACPE826b,Idan Ofer,1,APE649
ACE827,ACPE827a,Darlene Pérez,1,APE650
ACE827,ACPE827b,Jorge M. Pérez,1,APE651
ACE831,ACPE831a,Maggie Tsai,1,APE652
ACE831,ACPE831b,Richard Tsai,1,APE653
ACE833,ACPE833a,Josef Vascovitz,1,APE654
ACE833,ACPE833b,Lisa Goodman,1,APE655
ACE834,ACPE834a,Jenny Jinyuan Wang,1,APE656
ACE834,ACPE834b,Guo Guangchang,1,APE657
ACE840,ACPE840a,Deirdre Dyson,1,APE658
ACE840,ACPE840b,James Dyson,1,APE659
ACE841,ACPE841a,Cecilie Fredriksen,1,APE660
ACE841,ACPE841b,Kathrine Fredriksen,1,APE661
ACE843,ACPE843a,Arthur Lewis,1,APE662
ACE843,ACPE843b,Hau Nguyen,1,APE663
ACE844,ACPE844a,George Lucas,1,APE664
ACE844,ACPE844b,Mellody Hobson,1,APE665
ACE845,ACPE845a,Bernard Lumpkin,1,APE666
ACE845,ACPE845b,Carmine Boccuzzi,1,APE667
ACE847,ACPE847a,Batia Ofer,1,APE668
ACE847,ACPE847b,Idan Ofer,1,APE649
ACE848,ACPE848a,Janelle Pinnell,1,APE670
ACE848,ACPE848b,Alden Pinnell,1,APE671
ACE849,ACPE849a,Sara Shlesinger,1,APE672
ACE849,ACPE849b,John Shlesinger,1,APE673
ACE851,ACPE851a,Mei Warburg,1,APE674
ACE851,ACPE851b,Allan Warburg,1,APE675
ACE855,ACPE855a,Katie Rodan,1,APE676
ACE855,ACPE855b,Amnon Rodan,1,APE677
ACE856,ACPE856a,Jaime Schwartzberg,1,APE678
ACE856,ACPE856b,Andrew Schwartzberg,1,APE679
ACE857,ACPE857a,Amy Shih,1,APE680
ACE857,ACPE857b,Leo Shih,1,APE681
ACE858,ACPE858a,Carl Thoma,1,APE682
ACE858,ACPE858b,Marilynn Thoma,1,APE683
ACE859,ACPE859a,Ric Whitney,1,APE684
ACE859,ACPE859b,Tina Perry-Whitney,1,APE685
ACE1,ACPE1a,Zenko Adachi,0,APE686
ACE2,ACPE2a,Gianni Agnelli,0,APE687
ACE3,ACPE3a,Muhammed al-Tajir,0,APE688
ACE5,ACPE5a,Arthur G. Altschul,0,APE689
ACE6,ACPE6a,Thomas Ammann,0,APE690
ACE8,ACPE8a,Warren Anderson,0,APE691
ACE9,ACPE9a,Walter H. Annenberg,0,APE692
ACE10,ACPE10a,B.L Au,0,APE693
ACE11,ACPE11a,Emilio Azcarraga,0,APE694
ACE12,ACPE12a,Richard Brown Baker,0,APE695
ACE13,ACPE13a,Sid Richardson Bass,0,APE696
ACE14,ACPE14a,Anne Bass,0,APE697
ACE15,ACPE15a,Audrey Jones Beck,0,APE698
ACE16,ACPE16a,Heinz Berggruen,0,APE699
ACE18,ACPE18a,Silvio Berlusconi,0,APE700
ACE19,ACPE19a,Claude Berri,0,APE314
ACE20,ACPE20a,Ernst Beyeler,0,APE702
ACE22,ACPE22a,Martin Blinder,0,APE703
ACE26,ACPE26a,Alan Bond,0,APE704
ACE27,ACPE27a,Janet Green,0,APE705
ACE29,ACPE29a,William Bowmore,0,APE706
ACE31,ACPE31a,Donald Leroy Bren,0,APE707
ACE33,ACPE33a,Edward R. Broida,0,APE708
ACE34,ACPE34a,Lothar-Günther Buchheim,0,APE709
ACE35,ACPE35a,Miguel Angel Capriles,0,APE139
ACE36,ACPE36a,Edward Carter,0,APE111
ACE37,ACPE37a,Gerald Chan,0,APE712
ACE38,ACPE38a,Alberto Chateaubriand,0,APE713
ACE39,ACPE39a,Wendell Cherry,0,APE714
ACE40,ACPE40a,Jay Chiat,0,APE715
ACE42,ACPE42a,Lillian Clark,0,APE716
ACE43,ACPE43a,Robert Holmes à Court,0,APE717
ACE44,ACPE44a,Douglas S. Cramer,0,APE718
ACE45,ACPE45a,Herman Daled,0,APE719
ACE47,ACPE47a,Bruce Dayton,0,APE720
ACE49,ACPE49a,"Edward R. Downe, Jr.",0,APE721
ACE51,ACPE51a,Asher Edelman,0,APE722
ACE53,ACPE53a,Gerald Elliott,0,APE723
ACE54,ACPE54a,Robert Ellsworth,0,APE724
ACE55,ACPE55a,Georges Embiricos,0,APE725
ACE56,ACPE56a,James O. Fairfax,0,APE726
ACE57,ACPE57a,Lord Thomson of Fleet,0,APE727
ACE58,ACPE58a,Gert Rudolf Flick,0,APE728
ACE59,ACPE59a,Amalia Lacroze de Fortabat,0,APE729
ACE60,ACPE60a,Giorgio Franchetti,0,APE730
ACE62,ACPE62a,David Geffen,0,APE731
ACE63,ACPE63a,Jacques Gelman,0,APE732
ACE65,ACPE65a,John Paul Getty II,0,APE733
ACE66,ACPE66a,"Alfred C. Glassell, Jr.",0,APE734
ACE68,ACPE68a,Isabel Goldsmith,0,APE735
ACE69,ACPE69a,Giuliano Gori,0,APE736
ACE70,ACPE70a,John Goulandris,0,APE737
ACE71,ACPE71a,Graham Gund,0,APE394
ACE72,ACPE72a,Agnes Gund,0,APE739
ACE74,ACPE74a,Robert Halff,0,APE740
ACE75,ACPE75a,Armand Hammer *deceased as we went to press,0,APE741
ACE76,ACPE76a,Toshio Hara,0,APE742
ACE78,ACPE78a,Henry John Heinz III,0,APE743
ACE80,ACPE80a,Donald Hess,0,APE744
ACE83,ACPE83a,Richard E. Jacobs,0,APE745
ACE84,ACPE84a,Barbara Jakobson,0,APE746
ACE85,ACPE85a,Dakis Joannou,0,APE747
ACE86,ACPE86a,Philip Johnson,0,APE748
ACE87,ACPE87a,Barbara Piasecka Johnson,0,APE749
ACE88,ACPE88a,Samuel Josefowitz,0,APE750
ACE89,ACPE89a,Nicole Jullien Mattei,0,APE751
ACE90,ACPE90a,Shegeki Kameyama,0,APE752
ACE91,ACPE91a,Takuji Kato,0,APE753
ACE94,ACPE94a,Frederick Koch,0,APE754
ACE95,ACPE95a,William Koch,0,APE755
ACE96,ACPE96a,Robert P. Kogod,0,APE756
ACE98,ACPE98a,David Lloyd Kreeger,0,APE757
ACE99,ACPE99a,Sotaro Kubo,0,APE758
ACE100,ACPE100a,Hideo Kurita,0,APE759
ACE101,ACPE101a,Henryk de Kwiatkowski,0,APE760
ACE102,ACPE102a,Yolanda Garza Laguera,0,APE761
ACE103,ACPE103a,Leonard A. Lauder,0,APE260
ACE104,ACPE104a,Ronald S. Lauder,0,APE262
ACE105,ACPE105a,Raymond Learsy,0,APE358
ACE106,ACPE106a,Gerhard Lenz,0,APE434
ACE107,ACPE107a,K.S. Lo,0,APE766
ACE108,ACPE108a,Peter Ludwig,0,APE207
ACE111,ACPE111a,Richard Manoogian,0,APE436
ACE112,ACPE112a,Martin Z. Margulies,0,APE769
ACE113,ACPE113a,Annie Windfohr Marion,0,APE770
ACE114,ACPE114a,Donald B. Marron,0,APE302
ACE115,ACPE115a,Steve Martin,0,APE772
ACE116,ACPE116a,Erich Marx,0,APE773
ACE117,ACPE117a,Roger Mazarguil,0,APE774
ACE118,ACPE118a,Lord Alister McAlpine,0,APE775
ACE119,ACPE119a,Margaret McDermott,0,APE776
ACE121,ACPE121a,Christophe de Menil,0,APE777
ACE122,ACPE122a,Dominique de Menil,0,APE778
ACE123,ACPE123a,Georges de Menil,0,APE779
ACE124,ACPE124a,Philippa de Menil,0,APE780
ACE125,ACPE125a,Adelaide de Menil,0,APE781
ACE126,ACPE126a,François de Menil,0,APE782
ACE129,ACPE129a,José Mugrabi,0,APE783
ACE130,ACPE130a,Karl-Heinrich Müller,0,APE784
ACE131,ACPE131a,Henri Nannen,0,APE785
ACE132,ACPE132a,Raymond D. Nasher,0,APE786
ACE133,ACPE133a,Rose Newman,0,APE787
ACE134,ACPE134a,Stavros Niarchos,0,APE788
ACE136,ACPE136a,Sammy Ofer,0,APE789
ACE137,ACPE137a,Houn Ohara,0,APE790
ACE138,ACPE138a,Kiichiro Okano,0,APE791
ACE139,ACPE139a,Eiji Okwawa,0,APE792
ACE141,ACPE141a,Reinhard Onnasch,0,APE793
ACE142,ACPE142a,Jaime Ortiz-Patiño,0,APE794
ACE143,ACPE143a,Michael Ovitz,0,APE211
ACE144,ACPE144a,Max Palevsky,0,APE796
ACE145,ACPE145a,Peter Palumbo,0,APE797
ACE146,ACPE146a,Giuseppe Panza di Biumo,0,APE332
ACE147,ACPE147a,Jacques Poulge,0,APE799
ACE149,ACPE149a,Jay Arthur Pritzker,0,APE800
ACE150,ACPE150a,Joseph Pulitzer Jr,0,APE801
ACE151,ACPE151a,Joe Rank,0,APE802
ACE152,ACPE152a,Robert Gore Rifkind,0,APE803
ACE153,ACPE153a,Renee Rivkin,0,APE804
ACE154,ACPE154a,Frederik Roos,0,APE805
ACE155,ACPE155a,Jacob Rothschild,0,APE806
ACE156,ACPE156a,Robert Rowan,0,APE807
ACE157,ACPE157a,Charles Saatchi,0,APE808
ACE159,ACPE159a,Tokichi Sakai,0,APE809
ACE160,ACPE160a,Fayez Sarofim,0,APE810
ACE162,ACPE162a,Otto Schäfer,0,APE811
ACE163,ACPE163a,John Schaeffer,0,APE812
ACE166,ACPE166a,Norton Simon,0,APE813
ACE167,ACPE167a,Yannis Sistovaris,0,APE814
ACE168,ACPE168a,Joshua P. Smith,0,APE815
ACE169,ACPE169a,Robert H. Smith,0,APE816
ACE172,ACPE172a,Sheldon Solow,0,APE817
ACE173,ACPE173a,Reiner Speck,0,APE818
ACE175,ACPE175a,Ray Stark,0,APE819
ACE177,ACPE177a,Leonard N. Stern,0,APE820
ACE178,ACPE178a,Hans-Hermann Stober,0,APE821
ACE179,ACPE179a,Stephen Swid,0,APE822
ACE180,ACPE180a,Yeung Wing Tak,0,APE823
ACE181,ACPE181a,Masahiro Takano,0,APE824
ACE182,ACPE182a,A. Alfred Taubman,0,APE825
ACE183,ACPE183a,Daniel Terra,0,APE161
ACE184,ACPE184a,Hiroshi Teshigahara,0,APE827
ACE185,ACPE185a,Hans Thulin,0,APE828
ACE187,ACPE187a,Robert L. B. Tobin,0,APE829
ACE188,ACPE188a,T. T. Tsui,0,APE830
ACE189,ACPE189a,Robert Vivian,0,APE831
ACE191,ACPE191a,Joel Wachs,0,APE832
ACE192,ACPE192a,Jack Warner,0,APE833
ACE193,ACPE193a,John Weber,0,APE131
ACE194,ACPE194a,Frederick R. Weisman,0,APE835
ACE195,ACPE195a,Marcia Weisman,0,APE836
ACE196,ACPE196a,Leslie Herbert Wexner,0,APE837
ACE197,ACPE197a,Ian Woodner,0,APE838
ACE199,ACPE199a,Jayne Wrightsman,0,APE250
ACE200,ACPE200a,Lucio Amelio,0,APE840
ACE201,ACPE201a,Plácido Arango,0,APE841
ACE205,ACPE205a,Alain Delon,0,APE842
ACE206,ACPE206a,Daniel Filipacchi,0,APE843
ACE207,ACPE207a,Chang Tien Ge,0,APE844
ACE208,ACPE208a,Alex Goulandris,0,APE845
ACE209,ACPE209a,Basil Goulandris,0,APE846
ACE210,ACPE210a,Hikonobu Ise,0,APE847
ACE211,ACPE211a,Katsumi Kawamura,0,APE848
ACE212,ACPE212a,William Lane,0,APE849
ACE213,ACPE213a,Joseph Lau,0,APE850
ACE214,ACPE214a,Micheline Maus,0,APE851
ACE215,ACPE215a,William Miller,0,APE852
ACE216,ACPE216a,Tsai Chen Nan,0,APE853
ACE217,ACPE217a,Masao Nangaku,0,APE854
ACE219,ACPE219a,Elie de Rothschild,0,APE855
ACE220,ACPE220a,Eric de Rothschild,0,APE856
ACE221,ACPE221a,Ryoei Saito,0,APE857
ACE223,ACPE223a,Urs Schwartzenbach,0,APE858
ACE224,ACPE224a,Tsukasa Shishima,0,APE859
ACE226,ACPE226a,David Thomson,0,APE860
ACE227,ACPE227a,Jean Alvarez de Tolédo,0,APE861
ACE228,ACPE228a,Lois Torf,0,APE862
ACE229,ACPE229a,Tomonori Tsurumaki,0,APE863
ACE230,ACPE230a,Seiji Tsutsumi,0,APE864
ACE231,ACPE231a,Klaus Turbon,0,APE865
ACE232,ACPE232a,Roberto T. Villanueva,0,APE866
ACE234,ACPE234a,Jan Ahlers,0,APE867
ACE235,ACPE235a,Marilynn Alsdorf,0,APE2
ACE236,ACPE236a,Hans Rasmus Astrup,0,APE869
ACE237,ACPE237a,Marchese Annibale Berlingieri,0,APE138
ACE242,ACPE242a,Gilberto Chateaubriand,0,APE871
ACE243,ACPE243a,Paul Desmarais,0,APE872
ACE246,ACPE246a,Hans Grothe,0,APE873
ACE248,ACPE248a,Michael Hornstein,0,APE874
ACE250,ACPE250a,Kwee Liong Keng,0,APE875
ACE251,ACPE251a,John Kluge,0,APE876
ACE253,ACPE253a,Robert Lehrman,0,APE172
ACE254,ACPE254a,Arthur Lim,0,APE878
ACE255,ACPE255a,Luella Maslon,0,APE879
ACE257,ACPE257a,Carlo Monzino,0,APE880
ACE258,ACPE258a,Raymond D. Nasher,0,APE786
ACE259,ACPE259a,George Ortiz,0,APE882
ACE260,ACPE260a,Joseph Pulitzer Jr,0,APE801
ACE261,ACPE261a,J.R. Ritman,0,APE884
ACE263,ACPE263a,Dieter Scharf,0,APE885
ACE264,ACPE264a,Walther Scharf,0,APE886
ACE265,ACPE265a,Peter Sharp,0,APE887
ACE266,ACPE266a,Kenneth Thomson,0,APE223
ACE267,ACPE267a,George Ti,0,APE889
ACE268,ACPE268a,Susie Tompkins,0,APE890
ACE269,ACPE269a,Seiji Tsutsumi,0,APE864
ACE272,ACPE272a,Thomas Walther,0,APE892
ACE275,ACPE275a,Wayne Wrightsman,0,APE893
ACE276,ACPE276a,Juan Abelló,0,APE894
ACE279,ACPE279a,Christiaan Braun,0,APE895
ACE280,ACPE280a,"Sultan Haji Hassanal Bolkiah,  Sultan of Brunei",0,APE896
ACE282,ACPE282a,Ignacio Cobo,0,APE897
ACE283,ACPE283a,Edward Cox,0,APE898
ACE284,ACPE284a,Elaine Dannheisser,0,APE24
ACE285,ACPE285a,Barney A. Ebsworth,0,APE292
ACE288,ACPE288a,Bob Guccione,0,APE901
ACE289,ACPE289a,Ydessa Hendeles,0,APE902
ACE292,ACPE292a,Peter Moores,0,APE903
ACE293,ACPE293a,Jean-Pierre Moueix,0,APE904
ACE294,ACPE294a,Jorge Ortiz-Patiño,0,APE905
ACE300,ACPE300a,Martijn Sanders,0,APE322
ACE301,ACPE301a,Pieter Sanders,0,APE214
ACE302,ACPE302a,Wilhelm Schürmann,0,APE908
ACE303,ACPE303a,Marion Smooke,0,APE78
ACE306,ACPE306a,Martin Visser,0,APE910
ACE307,ACPE307a,Andrew Lloyd Webber,0,APE911
ACE310,ACPE310a,Angelo Baldessari,0,APE912
ACE312,ACPE312a,Mary Griggs Burke,0,APE913
ACE314,ACPE314a,Attilo Codognato,0,APE914
ACE315,ACPE315a,Karen Cohen,0,APE915
ACE316,ACPE316a,Jeffrey E. Horvitz,0,APE916
ACE317,ACPE317a,Harry Hyams,0,APE917
ACE318,ACPE318a,Stephane Janssen,0,APE918
ACE319,ACPE319a,Samuel Josefowitz,0,APE750
ACE324,ACPE324a,Robert Sosnick,0,APE920
ACE332,ACPE332a,Giorgio Franchetti,0,APE730
ACE334,ACPE334a,Soichiro Fukutake,0,APE922
ACE337,ACPE337a,Jorge S. Helft,0,APE923
ACE338,ACPE338a,Mauro Herlitzka,0,APE924
ACE341,ACPE341a,Simon Kwan,0,APE925
ACE342,ACPE342a,Emily Fisher Landau,0,APE926
ACE348,ACPE348a,Peter Palumbo,0,APE797
ACE349,ACPE349a,Ronald O. Perelman,0,APE928
ACE350,ACPE350a,François Pinault,0,APE929
ACE351,ACPE351a,Sainsbury Family,0,APE930
ACE354,ACPE354a,Carlos Slim Helú,0,APE931
ACE359,ACPE359a,Mitchell Wolfson,0,APE932
ACE360,ACPE360a,Reinhold Würth,0,APE933
ACE361,ACPE361a,Gianni Agnelli,0,APE687
ACE363,ACPE363a,Scott Black,0,APE935
ACE364,ACPE364a,Nicola Bulgari,0,APE936
ACE365,ACPE365a,Eduardo F. Costantini,0,APE937
ACE367,ACPE367a,Esther Grether,0,APE938
ACE368,ACPE368a,Manfred Heiting,0,APE939
ACE369,ACPE369a,Marieluise Hessel,0,APE940
ACE370,ACPE370a,Graham Kirkham,0,APE941
ACE373,ACPE373a,Peter Lewis,0,APE942
ACE374,ACPE374a,Werner Merzbacher,0,APE248
ACE376,ACPE376a,David Rockefeller,0,APE155
ACE377,ACPE377a,Robert H. Smith,0,APE816
ACE378,ACPE378a,Jeffrey Steiner,0,APE946
ACE380,ACPE380a,Charles Tabachnick,0,APE947
ACE381,ACPE381a,Paul Allen,0,APE948
ACE382,ACPE382a,Hortense Anda-Bührle,0,APE949
ACE383,ACPE383a,John P. Axelrod,0,APE950
ACE384,ACPE384a,Dieter Bührle,0,APE951
ACE386,ACPE386a,Herbert Black,0,APE952
ACE388,ACPE388a,Joop van Caldenborgh,0,APE953
ACE389,ACPE389a,Lloyd Cotsen,0,APE954
ACE390,ACPE390a,Prodromus Emfietzoglou,0,APE955
ACE391,ACPE391a,Joseph Hackmey,0,APE956
ACE392,ACPE392a,Daniel Hechter,0,APE957
ACE393,ACPE393a,Robert Hiscox,0,APE958
ACE394,ACPE394a,Carl Icahn,0,APE959
ACE395,ACPE395a,Audrey Irmas,0,APE960
ACE396,ACPE396a,John Kaldor,0,APE961
ACE398,ACPE398a,Robert P. Kogod,0,APE756
ACE399,ACPE399a,Werner H. Kramarsky,0,APE366
ACE400,ACPE400a,Myron Kunin,0,APE964
ACE402,ACPE402a,Joseph Lewis,0,APE965
ACE403,ACPE403a,Denis Logothetis,0,APE966
ACE404,ACPE404a,Irene Ludwig,0,APE208
ACE406,ACPE406a,Dinos Martinos,0,APE968
ACE408,ACPE408a,Arendt Oetker,0,APE969
ACE409,ACPE409a,Wafic Said,0,APE970
ACE410,ACPE410a,Rudolf Scharpff,0,APE336
ACE411,ACPE411a,David Tang,0,APE972
ACE412,ACPE412a,Robert L. B. Tobin,0,APE829
ACE413,ACPE413a,José Luis Várez Fisa,0,APE974
ACE414,ACPE414a,Thomas W. Weisel,0,APE975
ACE416,ACPE416a,Bruce Bailey,0,APE976
ACE417,ACPE417a,Frances Bowes,0,APE186
ACE419,ACPE419a,Edward R. Broida,0,APE708
ACE420,ACPE420a,Donald L. Bryant Jr.,0,APE288
ACE421,ACPE421a,Blake Byrne,0,APE980
ACE422,ACPE422a,Constance Caplan,0,APE981
ACE423,ACPE423a,Frances Dittmer,0,APE26
ACE424,ACPE424a,Ulla Dreyfus-Best,0,APE983
ACE425,ACPE425a,Aaron I. Fleischman,0,APE984
ACE426,ACPE426a,Ingvild Goetz,0,APE985
ACE428,ACPE428a,Jean Hamon,0,APE986
ACE429,ACPE429a,Samuel Heyman,0,APE296
ACE430,ACPE430a,Erika Hoffmann,0,APE146
ACE432,ACPE432a,Joseph Hotung,0,APE989
ACE434,ACPE434a,Uli Knecht,0,APE990
ACE438,ACPE438a,Eugenio López Alonso,0,APE991
ACE440,ACPE440a,Robert Miller,0,APE992
ACE441,ACPE441a,Jan Mitchell,0,APE993
ACE442,ACPE442a,Michimasa Murauchi,0,APE994
ACE443,ACPE443a,Maja Oeri,0,APE995
ACE446,ACPE446a,Kimiko Powers,0,APE176
ACE447,ACPE447a,Leonard Riggio,0,APE306
ACE448,ACPE448a,Lee Ann Roberts,0,APE234
ACE449,ACPE449a,Inge Rodenstock,0,APE999
ACE455,ACPE455a,Eiichiro Sudo,0,APE352
ACE457,ACPE457a,Dean Valentine,0,APE1001
ACE458,ACPE458a,Shelby White,0,APE134
ACE464,ACPE464a,Harald Falckenberg,0,APE1003
ACE465,ACPE465a,Friedrich Christian Flick,0,APE1004
ACE468,ACPE468a,Uli Knecht,0,APE990
ACE472,ACPE472a,Leonardo Mondadori,0,APE1006
ACE477,ACPE477a,Norman Stone,0,APE222
