an_entry_id,clctr_name,is_couple
ACE729,Elizabeth and Frederick Singer,1
ACE730,Susana and Ricardo Steinbruch,1
ACE731,Wang Jianlin,0
ACE732,Charlotte Colket Weber,0
ACE733,Elaine Wynn,0
ACE734,Anita and Poju Zabludowicz,1
ACE735,James Keith (JK) Brown and Eric Diefenbach,1
ACE736,Adrian Cheng,0
ACE737,Leonardo DiCaprio,0
ACE738,George Economou,0
ACE739,Yassmin and Sasan Ghandehari,1
ACE740,Maja Hoffmann,0
ACE741,Hong Ra-hee and Lee Kun-hee,1
ACE742,Viatcheslav Moshe Kantor,0
ACE743,Ananda Krishnan,0
ACE744,Grażyna Kulczyk,0
ACE745,Nina and Frank Moore,1
ACE746,Catriona and Simon Mordant,1
ACE747,Genny and Selmo Nissenbaum,1
ACE748,Lisa and Richard Perry,1
ACE749,Sabine and Hasso Plattner,1
ACE750,Sultan Sooud Al Qassemi,0
ACE751,Bob Rennie,0
ACE752,Linnea Conrad Roberts and George Roberts,1
ACE753,Rubell Family,0
ACE754,Elham and Tony Salamé,1
ACE755,Nadia and Rajeeb Samdani,1
ACE756,Suh Kyung-Bae,0
ACE757,Brett and Daniel S. Sundheim,1
ACE758,Sheikh Hamad bin Jassim bin Jaber Al Thani,0
ACE759,Wang Zhongjun,0
ACE760,Haryanto Adikoesoemo,0
ACE761,Halit Cingillioglu and Kemal Has Cingillioglu,1
ACE762,Fisher Family,0
ACE763,Michael C. Forman and Jennifer Rice,1
ACE764,Danny Goldberg,0
ACE765,Pamela J. Joyner and Alfred J. Giuffrida,1
ACE766,Guy Laliberté,0
ACE767,Li Lin,0
ACE768,Jack Ma,0
ACE769,Yusaku Maezawa,0
ACE770,Sheri and Howard Schultz,1
ACE771,Steve Tisch,0
ACE772,Anne and Wolfgang Titze,1
ACE773,Patricia Pearson-Vergez and Juan Vergez,1
ACE774,Roman Abramovich,0
ACE775,Mohammed Afkhami,0
ACE776,Laura Arrillaga-Andreessen and Marc Andreessen,1
ACE777,Laurent Asscher,0
ACE778,Tracey and Bruce R. Berkowitz,1
ACE779,Barbara Bluhm-Kaul and Don Kaul,1
ACE780,Lauren and Mark Booth,1
ACE781,Botín Family,0
ACE782,Estrellita and Daniel Brodsky,1
ACE783,Lonti Ebers,0
ACE784,Eisenberg Family,0
ACE785,Bridgitt and Bruce Evans,1
ACE786,Gabriela and Ramiro Garza,1
ACE787,Petra and Stephen Levin,1
ACE788,Cheech Marin,0
ACE789,Niarchos Family,0
ACE790,Augusto Perfetti,0
ACE791,Jochen Zeitz,0
ACE792,Helen and Sam Zell,1
ACE793,Alfonso de Angoitia Noriega,0
ACE794,Suzanne Deal Booth,0
ACE795,Elizabeth and Phillip Chun,1
ACE796,Nicola Erni,0
ACE797,Heidi Goëss-Horten,0
ACE798,Bernardo Gómez Martínez,0
ACE799,Kelly and Scott Mueller,1
ACE800,Jane and Marc Nathanson,1
ACE801,Petch Osathanugrah,0
ACE802,Cecilia and Ernesto Poma,1
ACE803,Laurene Powell Jobs,0
ACE804,Lisa Reuben,0
ACE805,Komal Shah and Gaurav Garg,1
ACE806,Claire-Anne and Lawrence S. Stroll,1
ACE807,Clara and Joseph C. Tsai,1
ACE808,Wang Bing,0
ACE809,Pedro Barbosa,0
ACE810,David Booth,0
ACE811,Miguel Chang,0
ACE812,Edmund Cheng,0
ACE813,Cecilia and Chung-Kiu “C.K.” Cheung,1
ACE814,Kasseem “Swizz Beatz” Dean and Alicia Keys,1
ACE815,Yael and Gary Fegel,1
ACE816,Charlotte Feng Ford,0
ACE817,Larry Fink,0
ACE818,Jeffrey Gundlach,0
ACE819,Jimmy Iovine and Liberty Ross,1
ACE820,Yasuharu Ishikawa,0
ACE821,Ömer Koç,0
ACE822,Barry Lam,0
ACE823,Victor Ma,0
ACE824,Kiran and Shiv Nadar,1
ACE825,Louis Norval,0
ACE826,Eyal Ofer and Idan Ofer,1
ACE827,Darlene and Jorge M. Pérez,1
ACE828,Paul Raether,0
ACE829,Gordon Schachat,0
ACE830,Alexander Tedja,0
ACE831,Maggie and Richard Tsai,1
ACE832,Robert Tsao,0
ACE833,Josef Vascovitz and Lisa Goodman,1
ACE834,Jenny Jinyuan Wang and Guo Guangchang,1
ACE835,Wee Cho Yaw,0
ACE836,Dasha Zhukova,0
ACE837,Jeff Bezos,0
ACE838,Troy Carter,0
ACE839,Patrick Drahi,0
ACE840,Deirdre and James Dyson,1
ACE841,Cecilie Fredriksen and Kathrine Fredriksen,1
ACE842,He Jianfeng,0
ACE843,Arthur Lewis and Hau Nguyen,1
ACE844,George Lucas and Mellody Hobson,1
ACE845,Bernard Lumpkin and Carmine Boccuzzi,1
ACE846,Eyal Ofer,0
ACE847,Batia and Idan Ofer,1
ACE848,Janelle and Alden Pinnell,1
ACE849,Sara and John Shlesinger,1
ACE850,Robert Soros,0
ACE851,Mei and Allan Warburg,1
ACE852,Jon Brooks,0
ACE853,Jeff Markley,0
ACE854,Danny Rimer,0
ACE855,Katie and Amnon Rodan,1
ACE856,Jaime and Andrew Schwartzberg,1
ACE857,Amy and Leo Shih,1
ACE858,Carl and Marilynn Thoma,1
ACE859,Ric Whitney and Tina Perry-Whitney,1
ACE860,Yan Du,0
ACE861,Jenny Yeh,0
